percentage_diabetes,per_capita_spend,total_spend
6.8372148238,24.359740351984843,308662.27000
6.8372148238,24.23598137479284,307094.12000
6.8080820051,19.579168842471713,134978.79000
6.8080820051,19.95856251813171,137594.33000
6.8080820051,19.63568465332173,135368.41000
6.8080820051,20.06248186829127,138310.75000
6.8051990144,23.9746430697624,442979.48000
6.8051990144,24.26848352005195,448408.77000
6.8051990144,24.620611571142497,454915.04000
6.8051990144,22.925970125020296,423603.15000
6.8011831175,18.643899314673675,291087.20000
6.8011831175,18.70073080125536,291974.51000
6.8011831175,18.94575289822583,295800.04000
6.8011831175,19.808968167552678,309277.42000
6.6896080597,20.754022714258447,217460.65000
6.6896080597,20.207038556976514,211729.35000
6.6896080597,21.891345676655856,229377.52000
6.6896080597,20.2202863141821,211868.16000
6.6688549264,21.320739495798318,177601.76000
6.6688549264,20.409983193277313,170015.16000
6.6688549264,21.839136854741895,181920.01000
6.6688549264,21.74480072028811,181134.19000
6.6285014762,22.42808120586638,165160.39000
6.6285014762,21.53657251493753,158595.32000
6.6285014762,21.190517381857685,156046.97000
6.6285014762,22.989174361759915,169292.28000
6.6269786704,24.894624679604537,407923.32000
6.6269786704,21.58737214695471,353730.68000
6.6269786704,21.70928719638716,355728.38000
6.6269786704,23.70502013914317,388430.46000
6.5761576640,21.438124198571163,117030.72000
6.5761576640,21.157030591683455,115496.23000
6.5761576640,21.200774867191797,115735.03000
6.5761576640,22.31720278439274,121829.61000
6.5605047339,20.577480420132357,338931.68000
6.5605047339,19.39835650537308,319510.33000
6.5605047339,20.10644526743974,331173.26000
6.5605047339,20.326757331066716,334802.02000
6.5557880682,18.989147165377457,193936.16000
6.5557880682,18.078196416332123,184632.62000
6.5557880682,18.83283168510722,192339.71000
6.5557880682,18.644127092920783,190412.47000
6.5212029333,18.71831826568266,202906.57000
6.5212029333,18.25292066420664,197861.66000
6.5212029333,18.950750000000003,205426.13000
6.5212029333,18.676482472324718,202453.07000
6.4979280224,20.088652421275466,303660.07000
6.4979280224,19.64404273617359,296939.35000
6.4979280224,19.901996559936485,300838.58000
6.4979280224,20.68839573961365,312725.79000
6.4886373431,19.32868386096967,174615.33000
6.4886373431,18.922450741642685,170945.42000
6.4886373431,18.94507084348019,171149.77000
6.4886373431,19.1841432366615,173309.55000
6.4440352993,17.02953850142597,328414.65000
6.4440352993,17.110008296603578,329966.51000
6.4440352993,17.898817215452418,345178.69000
6.4440352993,17.04377288047706,328689.16000
6.4285201235,19.35750589695841,155924.71000
6.4285201235,18.833783985102418,151706.13000
6.4285201235,19.235294847920546,154940.30000
6.4285201235,20.822423339540666,167724.62000
6.3846782864,16.442040913133706,277295.02000
6.3846782864,15.349545804921434,258870.09000
6.3846782864,15.792632671212568,266342.75000
6.3846782864,17.024566854432255,287119.32000
6.3758788234,20.753334162108406,166939.82000
6.3758788234,20.209962705121825,162568.94000
6.3758788234,19.751670810542016,158882.44000
6.3754745544,19.814093734460464,159384.57000
6.3727341390,21.795025708061008,250097.92000
6.3727341390,20.391520697167756,233992.70000
6.3727341390,20.377030936819178,233826.43000
6.3727341390,22.18097864923747,254526.73000
6.3346281704,25.54513497789154,878139.56000
6.3346281704,24.24083023039329,833302.78000
6.3346281704,25.440806667442413,874553.17000
6.3346281704,25.685238247614617,882955.75000
6.3186851227,23.315131482834175,319184.15000
6.3186851227,22.029292914536168,301581.02000
6.3186851227,23.358708546384232,319780.72000
6.3186851227,24.42623886048211,334395.21000
6.3140864798,22.20599762752076,187196.56000
6.3140864798,20.803661921708187,175374.87000
6.3140864798,21.796160142348757,183741.63000
6.3140864798,21.937162514827993,184930.28000
6.3046404534,21.544300483200356,191722.73000
6.3046404534,20.47014383638611,182163.81000
6.3046404534,21.85055062366558,194448.05000
6.3046404534,21.55782784582536,191843.11000
6.2546528804,16.25216323446061,86022.70000
6.2546528804,16.495802002645004,87312.28000
6.2546528804,16.32262233138107,86395.64000
6.2546528804,17.28832420177593,91507.10000
6.2525760253,20.244699954538575,267189.55000
6.2525760253,20.901794968934688,275861.89000
6.2525760253,19.613675556902567,258861.29000
6.2507381181,19.89954957678355,263310.84000
6.2288135593,20.39690320164764,326819.58000
6.2288135593,19.32044186481932,309571.44000
6.2288135593,19.92779005180053,319302.98000
6.2288135593,20.483481245709296,328206.82000
6.2191734525,19.090493334465485,224828.74000
6.2191734525,18.088863038125155,213032.54000
6.2191734525,18.72775579519402,220556.78000
6.2191734525,19.016497410206338,223957.29000
6.1932981224,24.25247373253086,237747.00000
6.1932981224,23.860664082423746,233906.09000
6.1932981224,23.262732836886666,228044.57000
6.1932981224,25.187466081811692,246912.73000
6.1858484253,16.30517592845706,417526.64000
6.1858484253,15.962576248682002,408753.69000
6.1858484253,16.48258210645527,422069.48000
6.1858484253,16.748398875307537,428876.25000
6.1796134580,22.29902683037745,196142.24000
6.1796134580,23.096994088221926,203161.16000
6.1796134580,21.759354251932702,191395.28000
6.1796134580,22.98619486130059,202186.57000
6.1603515939,21.095405606780293,226501.37000
6.1603515939,20.77995715749278,223114.40000
6.1603515939,21.37902579864021,229546.60000
6.1603515939,20.250901555369282,217433.93000
6.1399381997,24.416616456247276,280424.84000
6.1399381997,24.188526774053113,277805.23000
6.1399381997,25.478819329560295,292624.24000
6.1399381997,24.91879059643013,286192.31000
6.1398176292,20.979628712871282,169515.40000
6.1398176292,19.513070544554445,157665.61000
6.1398176292,20.024016089108905,161794.05000
6.1398176292,21.069082920792084,170238.19000
6.1392165521,21.873580786026206,170307.70000
6.1392165521,21.862603390701256,170222.23000
6.1392165521,22.035935011559207,171571.79000
6.1392165521,22.331473156948366,173872.85000
6.0982095373,22.88767078488372,125973.74000
6.0982095373,22.33963481104651,122957.35000
6.0982095373,21.94533248546512,120787.11000
6.0982095373,22.42976925872093,123453.45000
6.0666829834,18.853897709526287,144873.35000
6.0666829834,19.04833420093701,146367.40000
6.0666829834,19.156568193649143,147199.07000
6.0666829834,19.128364133263926,146982.35000
6.0619561356,24.831658758954333,266915.50000
6.0619561356,24.160489347846326,259701.10000
6.0619561356,26.030255837752346,279799.22000
6.0619561356,24.530710763791973,263680.61000
6.0608732813,25.816945719082263,230674.41000
6.0608732813,24.342392837157245,217499.28000
6.0608732813,24.995121432568553,223331.41000
6.0608732813,25.437124790151092,227280.71000
6.0446663963,17.139701544698397,245217.71000
6.0446663963,17.261813797441814,246964.77000
6.0446663963,17.28103096386384,247239.71000
6.0446663963,18.210185922974766,260533.13000
6.0313164508,19.181054487179487,119689.78000
6.0313164508,18.51621955128205,115541.21000
6.0313164508,19.15513621794872,119528.05000
6.0313164508,19.35688942307692,120786.99000
6.0185417548,18.387672146771507,154346.12000
6.0185417548,20.322936621396234,170590.73000
6.0185417548,20.150369311412906,169142.20000
6.0185417548,18.46904336430784,155029.15000
6.0146970206,19.337363501882734,287585.27000
6.0146970206,19.32016810112964,287329.54000
6.0146970206,19.914068047337263,296162.02000
6.0146970206,20.07355970952125,298533.98000
6.0038744071,20.70615235322659,256052.28000
6.0038744071,19.346149927219795,239234.49000
6.0038744071,20.031498463529033,247709.51000
6.0038744071,19.36879508329289,239514.52000
5.9989506860,21.00936360253071,338712.96000
5.9989506860,20.196973080262996,325615.60000
5.9989506860,20.41275834263739,329094.49000
5.9989506860,21.00331162386801,338615.39000
5.9863224569,19.775756681561415,234560.25000
5.9863224569,19.598764859623977,232460.95000
5.9863224569,19.54109855830031,231776.97000
5.9863224569,20.34198212629627,241276.25000
5.9857970715,18.367204754186922,169988.48000
5.9857970715,17.92311075094543,165878.39000
5.9857970715,18.59368773635872,172084.58000
5.9857970715,18.534011885467315,171532.28000
5.9855642275,25.71704901960785,157388.34000
5.9855642275,24.834776143790858,151988.83000
5.9855642275,25.007120915032683,153043.58000
5.9855642275,26.713116013071904,163484.27000
5.9845746964,21.269348681166132,367704.50000
5.9845746964,21.88069470152707,378273.45000
5.9845746964,21.73081270245257,375682.29000
5.9845746964,22.508405252198063,389125.31000
5.9699280489,20.70471686960633,350282.40000
5.9699280489,19.892114907199442,336534.80000
5.9699280489,20.00799976356544,338495.34000
5.9699280489,21.09569689088545,356897.00000
5.9579352553,22.349486796213256,269132.52000
5.9579352553,21.96030808835742,264446.03000
5.9579352553,21.690984886231522,261202.84000
5.9579352553,22.24817887394121,267912.57000
5.9344477034,20.248978886756234,210994.36000
5.9344477034,15.242148752399228,158823.19000
5.9344477034,15.99835508637236,166702.86000
5.9344477034,17.96685604606526,187214.64000
5.9251374845,20.45094468956823,259563.39000
5.9251374845,18.881111723920583,239639.07000
5.9251374845,19.315102426725502,245147.28000
5.9251374845,20.03083280806807,254231.33000
5.9230385283,17.738173154093094,176814.11000
5.9230385283,18.073800160513645,180159.64000
5.9230385283,17.974621789727127,179171.03000
5.9230385283,18.10626304173355,180483.23000
5.9078426121,22.70859665741931,335610.35000
5.9078426121,21.560458759050018,318642.02000
5.9078426121,21.604362270789643,319290.87000
5.9078426121,22.42908112862846,331479.39000
5.9057546204,20.20643676841864,176078.89000
5.9057546204,19.33555772320404,168490.05000
5.9057546204,20.553906357585493,179106.74000
5.9057546204,21.040465916915316,183346.62000
5.8889143119,19.36485065565809,159488.91000
5.8889143119,20.337124817872752,167496.56000
5.8889143119,20.84924842156387,171714.41000
5.8889143119,20.81101991257892,171399.56000
5.8753268846,20.79610580625289,270058.23000
5.8753268846,19.396465424303095,251882.50000
5.8753268846,21.29677806868936,276559.96000
5.8753268846,20.624705066995226,267832.42000
5.8670585575,22.69693641618498,106017.39000
5.8670585575,21.403830014986085,99977.29000
5.8670585575,21.86129736673089,102114.12000
5.8670585575,23.078822521943906,107801.18000
5.8513822075,24.75118014775526,130661.48000
5.8513822075,24.98993180526615,131921.85000
5.8513822075,26.564032960788026,140231.53000
5.8513822075,26.651530592915325,140693.43000
5.8488425308,19.80163827532807,242946.30000
5.8488425308,19.126751161463847,234666.11000
5.8488425308,20.143973428967314,247146.41000
5.8488425308,18.797218192191703,230623.07000
5.8481308766,21.533597402597405,331617.40000
5.8481308766,20.11725714285715,309805.76000
5.8481308766,21.066912987012987,324430.46000
5.8481308766,22.01957272727272,339101.42000
5.8428986309,17.58183939137785,103996.58000
5.8428986309,17.052943364327977,100868.16000
5.8428986309,17.21081149619611,101801.95000
5.8428986309,18.007565511411666,106514.75000
5.8316371872,21.53005284502888,175190.04000
5.8316371872,20.489766498709596,166725.23000
5.8316371872,21.01173405431977,170972.48000
5.8316371872,24.06514071525132,195818.05000
5.8256336831,22.961788274449567,179377.49000
5.8256336831,22.0829006656426,172511.62000
5.8256336831,22.816253200204812,178240.57000
5.8256336831,23.51887096774193,183729.42000
5.8230187055,16.05202564659857,73855.37000
5.8230187055,15.691386655074982,72196.07000
5.8230187055,16.734438165616165,76995.15000
5.8230187055,16.37928059117583,75361.07000
5.8188882893,21.605115744175688,291193.75000
5.8188882893,20.379838254933965,274679.46000
5.8188882893,21.52996067665826,290180.81000
5.8188882893,21.31896794776673,287337.05000
5.8157222331,21.63932040261554,294532.79000
5.8157222331,21.81045551392256,296862.11000
5.8157222331,22.217306590257884,302399.76000
5.8157222331,22.916466828300642,311916.03000
5.8132299098,24.278946975354746,195057.06000
5.8132299098,24.816356733881005,199374.61000
5.8132299098,25.15349639034104,202083.19000
5.8132299098,25.74199278068211,206811.17000
5.7975798535,17.907665567875338,119515.76000
5.7975798535,17.99129457596644,120073.90000
5.7975798535,17.908255918489665,119519.70000
5.7975798535,18.82828588552593,125659.98000
5.7923279103,19.278726785372395,100692.79000
5.7923279103,18.996553704767376,99219.00000
5.7923279103,19.38287957112771,101236.78000
5.7923279103,19.070815623205053,99606.87000
5.7711115291,22.873816196838845,140376.61000
5.7711115291,21.524653739612187,132096.80000
5.7711115291,21.76080821248167,133546.08000
5.7711115291,22.630472543588077,138883.21000
5.7696745904,20.490685581395354,220274.87000
5.7696745904,21.05890418604652,226383.22000
5.7696745904,21.22638046511628,228183.59000
5.7696745904,21.38505023255814,229889.29000
5.7665854755,20.019634628810792,172048.74000
5.7665854755,20.182088666511515,173444.87000
5.7665854755,20.54113567605306,176530.52000
5.7665854755,22.411412613451244,192603.68000
5.7624187076,22.575168687717607,188028.58000
5.7624187076,21.889472925921478,182317.42000
5.7624187076,22.17541721695281,184699.05000
5.7624187076,22.95867931324288,191222.84000
5.7537315929,19.461533468952823,200901.41000
5.7537315929,19.413158965417033,200402.04000
5.7537315929,20.29081565436404,209462.09000
5.7537315929,20.169034195485807,208204.94000
5.7498832960,23.371573348264278,166966.52000
5.7498832960,22.739501679731237,162451.00000
5.7498832960,23.1708944568869,165532.87000
5.7498832960,24.549417693169108,175381.04000
5.7381686259,20.143934460739597,574142.42000
5.7381686259,19.594596168689915,558485.18000
5.7381686259,19.6867002315627,561110.33000
5.7381686259,20.227808574836857,576533.00000
5.7256032883,18.274875817750242,315661.93000
5.7256032883,17.703152318647604,305786.55000
5.7256032883,18.655803855728596,322241.70000
5.7256032883,18.443205002026282,318569.48000
5.7248728145,24.73149449769258,209005.86000
5.7248728145,22.64310377470121,191356.87000
5.7248728145,23.683777067802627,200151.60000
5.7248728145,24.27994438527985,205189.81000
5.7226555847,20.09303125,135025.17000
5.7226555847,20.575120535714284,138264.81000
5.7226555847,20.84548214285714,140081.64000
5.7226555847,21.70783630952381,145876.66000
5.6970691582,21.007499337280194,237741.87000
5.6970691582,21.018035698506672,237861.11000
5.6970691582,21.080193514182202,238564.55000
5.6970691582,21.62550764336838,244735.87000
5.6916420266,20.966844149908585,275252.73000
5.6916420266,21.05172227300427,276367.01000
5.6916420266,20.9893471968312,275548.15000
5.6916420266,21.994083638025586,288738.33000
5.6862173750,19.71232796486091,188489.28000
5.6862173750,19.462266262288225,186098.19000
5.6862173750,19.565714285714286,187087.36000
5.6862173750,20.937712821585443,200206.41000
5.6808405114,22.516179064587973,505488.22000
5.6808405114,24.018288641425393,539210.58000
5.6808405114,25.19236080178174,565568.50000
5.6808405114,25.842392873051217,580161.72000
5.6789866278,20.338521444695257,144159.44000
5.6789866278,18.957294018058693,134369.30000
5.6789866278,20.679047686230252,146573.09000
5.6789866278,20.54197516930022,145601.52000
5.6639293089,21.497741224351365,126772.18000
5.6639293089,20.271585551975587,119541.54000
5.6639293089,21.22025945395964,125135.87000
5.6639293089,21.831636425301,128741.16000
5.6588150925,19.573555161013832,319714.45000
5.6588150925,18.633409452675387,304358.11000
5.6588150925,19.812414595322632,323615.98000
5.6588150925,19.1916946247092,313477.14000
5.6525082003,20.675876308836475,211286.78000
5.6525082003,19.516986985027884,199444.09000
5.6525082003,20.697442998336435,211507.17000
5.6525082003,20.869755357667092,213268.03000
5.6454992955,19.16366623227896,485281.52000
5.6454992955,18.536577024839072,469401.74000
5.6454992955,19.580267740789,495831.12000
5.6443984265,17.52463193343899,442321.71000
5.6226592038,21.986586086772935,208278.93000
5.6226592038,20.88428375382666,197836.82000
5.6226592038,20.4777536155389,193985.76000
5.6226592038,21.97918399662198,208208.81000
5.6190391073,17.89873513595395,236317.00000
5.6190391073,17.229986366734835,227487.51000
5.6190391073,17.339239566765126,228929.98000
5.6190391073,18.242360827084752,240853.89000
5.6037204691,19.640018430753024,372963.95000
5.6037204691,18.925520273828322,359395.63000
5.6037204691,19.10914586624539,362882.68000
5.6037204691,19.47756714060031,369879.00000
5.5664190661,19.81582105387245,168097.61000
5.5664190661,19.059242013438645,161679.55000
5.5664190661,18.39137097724862,156014.00000
5.5664190661,19.70117175527526,167125.04000
5.5663641527,18.839898791231303,459787.73000
5.5663641527,17.94710715017415,437999.15000
5.5663641527,18.072386805982376,441056.60000
5.5663641527,19.20628027043638,468729.27000
5.5621264449,19.52285653529912,137714.23000
5.5621264449,19.549982988375387,137905.58000
5.5621264449,20.998342784235895,148122.31000
5.5621264449,20.361889707967105,143632.77000
5.5611331019,20.693463496103075,260199.61000
5.5611331019,19.898224113249565,250200.27000
5.5611331019,20.333944647685694,255679.02000
5.5611331019,20.802655479560993,261572.59000
5.5383252105,24.956355348837203,134140.41000
5.5383252105,24.586656744186048,132153.28000
5.5383252105,23.244638139534878,124939.93000
5.5383252105,25.227041860465118,135595.35000
5.5344720275,21.37447054140128,214770.68000
5.5344720275,21.551712778662424,216551.61000
5.5344720275,21.673980891719744,217780.16000
5.5344720275,22.34063196656051,224478.67000
5.5231525748,21.594590701125266,349270.91000
5.5231525748,21.141394831210576,341940.92000
5.5231525748,21.457087918882156,347046.94000
5.5231525748,22.305897737108932,360775.59000
5.5161685788,22.25779536639061,212317.11000
5.5161685788,22.77844742635496,217283.61000
5.5161685788,22.338227277492397,213084.35000
5.5161685788,22.594462731942553,215528.58000
5.5122856648,19.274304893893465,178017.48000
5.5122856648,20.346836292767428,187923.38000
5.5122856648,20.458679081853617,188956.36000
5.5122856648,19.785072542226068,182734.93000
5.4976124654,22.91888380952381,120324.14000
5.4976124654,22.07228190476191,115879.48000
5.4976124654,23.313051428571427,122393.52000
5.4976124654,24.450923809523808,128367.35000
5.4797564286,22.567636164383565,205929.68000
5.4797564286,20.545251506849315,187475.42000
5.4797564286,21.13678356164384,192873.15000
5.4797564286,21.617251506849314,197257.42000
5.4711414602,21.35467341772152,421754.80000
5.4711414602,19.801248607594935,391074.66000
5.4711414602,20.55545316455696,405970.20000
5.4711414602,21.414958987341777,422945.44000
5.4602958858,17.373547151747246,72586.68000
5.4602958858,17.977874581139304,75111.56000
5.4602958858,16.732580181905217,69908.72000
5.4602958858,18.361902824317855,76716.03000
5.4599148391,20.237245283018865,144797.49000
5.4599148391,20.439937106918237,146247.75000
5.4599148391,21.009481481481487,150322.84000
5.4599148391,20.21146890286513,144613.06000
5.4474816221,20.826129570415688,449407.05000
5.4474816221,21.47565410816071,463423.14000
5.4474816221,21.58597849761343,465803.83000
5.4474816221,22.008560174243467,474922.72000
5.4465203032,20.909472555051817,516547.61000
5.4465203032,21.13040236398964,522005.46000
5.4465203032,21.022681751943004,519344.33000
5.4465203032,22.48214702072538,555398.96000
5.4445479963,19.877039826543424,174182.50000
5.4445479963,19.08988474266804,167284.66000
5.4445479963,19.855147780440493,173990.66000
5.4445479963,20.027280611662675,175499.06000
5.4423049565,20.438715307142314,265846.37000
5.4423049565,20.597106173598828,267906.56000
5.4396912028,20.45574708201283,264636.00000
5.4396912028,20.86679601144005,269953.74000
5.4330265476,24.239580815347722,252697.63000
5.4330265476,22.837018705035977,238075.92000
5.4330265476,23.4658417266187,244631.40000
5.4330265476,23.8584201438849,248724.03000
5.4324109134,18.795010069366747,167989.80000
5.4324109134,19.0634940702618,170389.51000
5.4324109134,19.232797046319078,171902.74000
5.4324109134,19.115163347505035,170851.33000
5.4315681718,20.452737641163715,546947.11000
5.4315681718,20.291401540647666,542632.66000
5.4315681718,20.616182409692613,551317.95000
5.4315681718,21.20440019445067,567048.07000
5.4120760460,20.52251583481125,162004.74000
5.4120760460,20.397709652900932,161019.52000
5.4120760460,21.54688497593108,170091.11000
5.4120760460,22.024469217126924,173861.16000
5.4105107366,20.079022195560892,167358.65000
5.4105107366,22.03273425314936,183642.84000
5.4105107366,21.54194361127775,179552.10000
5.4105107366,21.259990401919623,177202.02000
5.4081539126,18.375360342183843,227689.09000
5.4081539126,18.31230731982891,226907.80000
5.4081539126,18.685940602049875,231537.49000
5.4081539126,19.52533209587604,241938.39000
5.4025739521,19.395976667192176,246057.36000
5.4025739521,18.063328078196434,229151.38000
5.4025739521,19.591043670187613,248531.98000
5.4025739521,19.30859687844868,244948.86000
5.3962476153,22.85107363626505,210709.75000
5.3962476153,21.81368832013881,201144.02000
5.3962476153,21.608363518056613,199250.72000
5.3962476153,23.16132415139356,213570.57000
5.3877890985,21.923884594643173,121962.57000
5.3877890985,20.20078914254898,112376.99000
5.3877890985,21.937368326442574,122037.58000
5.3877890985,22.054981125292112,122691.86000
5.3858725436,20.809811029344953,229053.59000
5.3855670910,20.10419776627622,221407.53000
5.3855670910,20.959272677744487,230824.47000
5.3855670910,20.47191319349858,225457.18000
5.3855074898,20.397332793473694,680087.87000
5.3855074898,19.39074800551856,646526.32000
5.3855074898,20.08196418931077,669572.85000
5.3855074898,20.86629626297162,695724.05000
5.3738759862,20.835709583588493,272197.71000
5.3738759862,20.105492957746474,262658.16000
5.3738759862,20.537462492345373,268301.41000
5.3738759862,21.409470300061237,279693.32000
5.3703390036,19.509630530774086,216498.37000
5.3703390036,18.90126791024601,209747.37000
5.3703390036,19.883012525907905,220641.79000
5.3703390036,19.917563305397852,221025.20000
5.3518738342,20.623153781157587,195260.02000
5.3518738342,20.586020278833967,194908.44000
5.3518738342,21.552904520490074,204062.90000
5.3518738342,22.629196239966202,214253.23000
5.3476414746,22.138309526155055,224725.98000
5.3476414746,22.819979312383023,231645.61000
5.3476414746,23.393730666929365,237469.76000
5.3476414746,23.000477785439855,233477.85000
5.3373789915,24.291705468327017,269200.68000
5.3373789915,22.374870059556034,247958.31000
5.3373789915,23.707181916621547,262722.99000
5.3373789915,24.622418336040425,272865.64000
5.3343925833,20.401885503484085,447964.20000
5.3343925833,19.85260235915654,435903.59000
5.3343925833,20.886730427654054,458609.94000
5.3343925833,21.514096643439448,472385.02000
5.3281185511,21.937299151604577,297360.09000
5.3281185511,21.49608705274806,291379.46000
5.3281185511,21.909859092585755,296988.14000
5.3281185511,22.980084839542595,311495.05000
5.2863436123,24.02057040229885,167183.17000
5.2863436123,24.497814655172412,170504.79000
5.2863436123,23.782477011494255,165526.04000
5.2863436123,24.706943965517244,171960.33000
5.2770494822,20.95146144898637,252171.79000
5.2770494822,20.191504652708538,243024.95000
5.2770494822,21.22532070455301,255467.96000
5.2770494822,21.46498172150216,258352.52000
5.2656487811,20.63124502093759,202000.52000
5.2656487811,19.27751915024002,188746.19000
5.2656487811,19.58033295883975,191711.04000
5.2656487811,20.213642120314574,197911.77000
5.2569249535,20.70593489524668,183827.29000
5.2569249535,18.185473079522417,161450.63000
5.2569249535,18.976098220319894,168469.80000
5.2569249535,20.065630772696554,178142.67000
5.2440110869,25.391113732892872,53803.77000
5.2440110869,23.31795186408683,49410.74000
5.2440110869,23.594393581878244,49996.52000
5.2440110869,25.301330816422837,53613.52000
5.2411494687,21.47387522495501,214781.70000
5.2411494687,20.28851229754049,202925.70000
5.2411494687,21.888809238152376,218931.87000
5.2411494687,22.52079584083183,225253.00000
5.2408879377,21.078627082213863,156909.30000
5.2408879377,19.495701235894682,145126.00000
5.2408879377,21.040916174099948,156628.58000
5.2408879377,21.066489790435252,156818.95000
5.2343659453,20.04928765736699,316919.09000
5.2343659453,19.340670588979574,305717.98000
5.2343659453,19.406979819067505,306766.13000
5.2343659453,20.410763585753152,322632.94000
5.2219823677,18.638894810807955,702928.64000
5.2219823677,17.229294407763906,649768.38000
5.2219823677,18.425383024421286,694876.47000
5.2219823677,19.490501683769516,735045.29000
5.2215189873,19.726150392817058,175760.00000
5.2215189873,19.737075196408522,175857.34000
5.2215189873,20.907928170594843,186289.64000
5.2215189873,20.795658810325474,185289.32000
5.2178759056,24.77986919476779,206490.65000
5.2178759056,24.64191167646706,205341.05000
5.2178759056,25.382896915876632,211515.68000
5.2178759056,25.622870514820598,213515.38000
5.2156782827,18.70901015889555,215471.67000
5.2156782827,17.949380915168884,206723.02000
5.2156782827,18.22916123990623,209945.25000
5.2156782827,17.67727533211774,203589.18000
5.1910273482,21.428366219415942,108598.96000
5.1910273482,21.56929952644041,109313.21000
5.1910273482,21.052861089187058,106695.90000
5.1910273482,21.135329518547756,107113.85000
5.1837712085,21.820272891665297,132732.72000
5.1837712085,20.85457504520796,126858.38000
5.1837712085,21.53417885911557,130992.41000
5.1837712085,22.224841361170473,135193.71000
5.1560440212,23.337426027003737,162475.16000
5.1560440212,23.27159580580293,162016.85000
5.1560440212,23.781798333812116,165568.88000
5.1560440212,24.978487503590923,173900.23000
5.1461359950,19.43380748324754,675732.92000
5.1461359950,18.19591124787899,632690.03000
5.1461359950,18.51989819102126,643955.38000
5.1461359950,19.28398780593023,670523.54000
5.1177270013,20.37115133694753,221699.24000
5.1177270013,19.81788936874024,215678.09000
5.1177270013,20.12233023982358,218991.32000
5.1177270013,20.072727189194165,218451.49000
5.1167620067,18.576443786236446,294771.01000
5.1167620067,18.439723972775404,292601.54000
5.1167620067,19.084565162591385,302833.88000
5.1167620067,19.991576758255608,317226.34000
5.1068115123,23.980136521816718,268745.39000
5.1068115123,21.024161684661376,235617.78000
5.1068115123,21.462643883287235,240531.85000
5.1068115123,22.184755956098865,248624.56000
5.0986014959,21.05712277019937,301011.57000
5.0986014959,21.5402210563134,307917.46000
5.0986014959,21.681334032878627,309934.67000
5.0986014959,22.410246939489344,320354.48000
5.0892918945,21.41120707242435,125940.72000
5.0892918945,20.701173070384225,121764.30000
5.0892918945,20.24520571234274,119082.30000
5.0892918945,21.120727643658622,124232.12000
5.0603698567,22.111059227374266,405804.27000
5.0603698567,20.483483354220024,375933.37000
5.0603698567,21.530365607802537,395146.80000
5.0603698567,22.761836756933473,417747.99000
5.0571805194,20.818495949277917,177311.13000
5.0571805194,19.483114946577434,165937.69000
5.0571805194,19.90537513208876,169534.08000
5.0571805194,20.213145473758363,172155.36000
